year,county,state,povrate,wagesal_percap,trans_gov_pc,trans_medicare_pc,oldfrac,totalpop,trans_medicaid_pc,unemprate
2017,"Boyle County, KY",21,15.5,19.892172,9.6629105,2.5559816,0.18804218,29972,1.8039144,5.1
2011,"Boyle County, KY",21,17.6,19.615086,9.0224266,2.3220172,0.16298611,28800,1.204657,10.7
2017,"Lincoln County, KY",21,21.0,5.9247346,10.591674,2.6323266,0.17922024,24495,2.4547348,5.7
2006,"Casey County, KY",21,27.4,6.7792239,8.4908962,2.3528574,0.1545283,15900,1.9665294,6.8
2012,"Casey County, KY",21,27.9,7.0683856,10.28934,2.9294035,0.17217924,16024,2.2361531,8.4
2007,"Boyle County, KY",21,15.9,21.830133,7.6393986,2.1188116,0.15217701,28112,1.0970246,6.0
2006,"Garrard County, KY",21,14.3,4.7424169,6.6361074,1.8484548,0.13244954,16595,0.92965126,5.9
2004,"Garrard County, KY",21,14.6,5.0296416,6.0137391,1.3180529,0.13029295,15941,1.0403602,5.6
2008,"Boyle County, KY",21,15.8,21.218103,7.9473948,1.9991919,0.15529554,28288,1.0774171,6.7
2016,"Casey County, KY",21,27.8,8.6099386,11.666694,2.9937024,0.19524564,15775,3.5521443,4.9
2008,"Casey County, KY",21,26.2,6.8064418,9.4911118,2.5864089,0.16030057,15970,2.0531056,6.3
2005,"Mercer County, KY",21,14.1,15.300277,6.6901178,1.6806425,0.14918272,21229,0.95519131,5.8
2013,"Mercer County, KY",21,16.4,13.852767,8.9612455,2.4960864,0.17260814,21291,1.0889962,7.9
2005,"Garrard County, KY",21,15.0,4.7972727,6.3262215,1.5330855,0.13006435,16315,0.98727214,6.2
2008,"Lincoln County, KY",21,21.0,6.5662584,8.37465,2.1540329,0.14146124,24664,1.3769691,7.5
2009,"Lincoln County, KY",21,24.2,6.3839436,9.2926579,2.3486958,0.14493865,24776,1.6048058,12.6
2015,"Garrard County, KY",21,17.0,5.2175889,9.1309013,2.2546084,0.17068635,17207,1.7204013,5.2
2016,"Garrard County, KY",21,16.3,5.0000896,8.9495955,2.1917725,0.17328271,17382,1.5924408,4.9
2014,"Boyle County, KY",21,17.5,18.804686,9.1954966,2.3566475,0.17433748,29810,1.6518083,6.9
2011,"Garrard County, KY",21,21.9,4.1700325,8.5725803,2.1261656,0.15170738,16868,1.0946556,10.0
2012,"Lincoln County, KY",21,25.2,6.191503,9.3726568,2.3833864,0.15980987,24404,1.522992,10.3
2017,"Casey County, KY",21,25.1,8.2525263,11.899028,3.1445441,0.19996206,15818,3.6692977,4.9
2013,"Casey County, KY",21,29.7,7.4093523,10.384535,2.8893957,0.17769034,16011,2.3309524,8.6
2003,"Casey County, KY",21,21.2,6.971519,7.4326863,1.6888753,0.14952199,15690,1.8314675,6.7
2007,"Mercer County, KY",21,12.9,14.916613,7.3336229,2.0922971,0.15229358,21255,0.9686237,5.2
2016,"Mercer County, KY",21,14.5,15.047751,9.7045145,2.6214883,0.18290119,21405,1.6243058,4.9
2014,"Garrard County, KY",21,18.0,4.7331514,8.7344942,2.1554301,0.16880745,16972,1.5369456,6.5
2004,"Boyle County, KY",21,14.8,22.98037,6.7699237,1.5154569,0.14231819,27832,1.1240962,6.5
2003,"Lincoln County, KY",21,17.5,5.6959496,6.4638357,1.3598214,0.13156912,24109,1.2362567,7.8
2005,"Boyle County, KY",21,15.2,22.685432,6.9177337,1.6875103,0.14604971,27922,1.0879748,6.6
2009,"Boyle County, KY",21,19.8,20.552032,8.9930334,2.3252695,0.1595929,28297,1.260913,11.3
2002,"Garrard County, KY",21,,5.184814,5.6583881,1.2426114,0.12782973,15505,0.98190266,5.5
2005,"Magoffin County, KY",21,35.6,5.8612981,9.8606358,1.9436185,0.11817772,13302,2.9454393,11.7
2015,"Martin County, KY",21,40.0,11.281128,14.102571,2.7510679,0.14041515,12285,4.7291875,10.0
2009,"Magoffin County, KY",21,31.7,6.1236901,12.460239,2.5546641,0.12845895,13335,3.4487102,18.4
2010,"Lawrence County, KY",21,20.0,8.5403862,11.673668,2.5111632,0.14174965,15866,2.5323668,13.6
2014,"Martin County, KY",21,40.6,11.657954,12.936356,2.4389172,0.13150312,12494,4.1189623,9.1
2003,"Lawrence County, KY",21,22.7,7.5231514,8.5752087,1.7314665,0.12906544,15558,2.0145178,8.8
2013,"Johnson County, KY",21,25.7,8.9750729,11.434329,2.5662639,0.15410522,23458,2.3594353,11.0
2019,"Martin County, KY",21,34.4,9.3359089,14.826531,3.1209104,0.17079054,11195,4.9150114,6.9
2005,"Martin County, KY",21,42.2,12.265965,9.3220539,1.6470772,0.10320626,13536,2.347847,7.7
2008,"Magoffin County, KY",21,34.9,6.1213522,11.310896,2.5275681,0.12808886,13233,2.9682605,10.7
2012,"Floyd County, KY",21,33.1,12.396197,12.831314,3.0143976,0.14358738,39126,2.7915428,11.6
2008,"Pike County, KY",21,25.1,17.359875,10.89201,2.5878158,0.1355496,65275,1.9655013,5.8
2003,"Magoffin County, KY",21,27.0,6.4424186,8.7063026,1.3817469,0.11251599,13287,2.6159344,11.8
2010,"Magoffin County, KY",21,29.4,5.84482,12.416527,2.3335152,0.12994137,13306,3.3420269,20.5
2002,"Floyd County, KY",21,,11.163882,9.608284,1.9017621,0.12353915,41671,2.2708941,7.1
2006,"Martin County, KY",21,32.2,11.738378,9.7453613,2.0005255,0.10552689,13371,2.2751937,7.4
2007,"Magoffin County, KY",21,31.6,5.8801284,10.634432,2.3800349,0.12383599,13316,2.986553,10.4
2010,"Floyd County, KY",21,29.9,12.063676,13.056421,2.9230611,0.13418482,39930,2.8367636,13.5
2006,"Floyd County, KY",21,29.8,12.755523,10.937988,2.7598953,0.12703753,40429,2.3600035,6.4
2006,"Pike County, KY",21,22.3,16.016058,10.115485,2.5350752,0.13191736,65632,1.8643157,5.9
2012,"Pike County, KY",21,23.6,16.936337,11.540733,2.6730099,0.14609334,64582,2.1712689,9.7
2018,"Johnson County, KY",21,25.0,8.3588476,13.669582,3.209929,0.18221606,22391,3.8005445,6.8
2016,"Lawrence County, KY",21,27.1,7.9674811,12.852974,2.538013,0.1650988,15839,3.8299549,11.0
2005,"Floyd County, KY",21,28.9,12.180135,10.475669,2.3180232,0.12713295,40847,2.441601,7.0
2006,"Johnson County, KY",21,26.3,9.4222555,9.8887491,2.4911597,0.13296553,23382,1.9825054,6.5
2009,"Pike County, KY",21,25.8,17.03286,11.713314,2.5579448,0.13609685,65255,2.3021007,9.6
2010,"Martin County, KY",21,36.6,13.542847,11.975758,2.3440278,0.11337728,12895,2.8039854,10.3
2013,"Floyd County, KY",21,30.6,11.693871,13.196342,3.0869491,0.15030929,38474,2.9572928,13.3
2007,"Lawrence County, KY",21,25.3,8.1301374,9.8309622,2.2598255,0.1375909,15815,2.2663493,7.8
2011,"Floyd County, KY",21,27.2,12.552485,12.853868,2.9504325,0.13662206,39752,2.8631821,11.2
2019,"Johnson County, KY",21,25.8,8.5218229,14.301318,3.5551546,0.18748873,22188,3.8138211,6.6
2018,"Magoffin County, KY",21,28.4,4.4960742,15.215892,3.1373761,0.17171143,12323,5.6153054,12.9
2002,"Pike County, KY",21,,14.681637,8.9785166,1.7410083,0.12602687,67438,1.7980212,6.8
2007,"Pike County, KY",21,20.8,16.205858,10.383952,2.5078223,0.13284223,65431,1.9839803,5.9
2017,"Floyd County, KY",21,32.2,11.978844,16.025343,3.5767884,0.17866983,36296,4.8959532,8.4
2009,"Lawrence County, KY",21,29.9,8.6491432,11.452738,2.3707349,0.14078923,15889,2.6112685,11.8
2016,"Floyd County, KY",21,30.4,12.177122,15.681105,3.5815458,0.17028241,36968,4.6286521,11.4
2004,"Floyd County, KY",21,26.8,11.611114,10.319941,2.1504445,0.12307917,41128,2.4974756,7.0
2017,"Magoffin County, KY",21,32.1,4.4760079,15.044551,3.0083034,0.16582794,12519,5.579082,16.3
2008,"Floyd County, KY",21,28.1,13.260714,11.946367,2.9101179,0.13256931,39964,2.5028338,6.7
2015,"Johnson County, KY",21,25.9,8.8909922,13.543258,2.9752624,0.16663784,23128,3.837132,8.8
2008,"Johnson County, KY",21,26.0,9.7177134,10.813805,2.5886824,0.1367819,23256,2.0902784,6.9
2011,"Magoffin County, KY",21,30.6,5.7993698,12.391026,2.4496663,0.13373676,13220,3.3793933,17.1
2015,"Lawrence County, KY",21,25.0,8.2084332,13.09289,2.5374486,0.16196962,15861,4.0876422,9.6
2011,"Johnson County, KY",21,25.2,9.6440945,11.656197,2.6407285,0.14425418,23417,2.3635719,10.9
2006,"Lawrence County, KY",21,26.9,7.9485087,9.421669,2.1994095,0.13345173,15766,2.1430185,8.3
2018,"Pike County, KY",21,23.8,15.940579,14.412635,3.4001715,0.18829925,58492,3.8483007,5.9
2002,"Lawrence County, KY",21,,7.8600965,8.2852774,1.4972156,0.12800001,15625,2.143543,7.9
2007,"Floyd County, KY",21,32.9,13.182693,11.409824,2.8751621,0.1294553,40261,2.5146346,6.5
2008,"Lawrence County, KY",21,27.1,8.4737539,10.504876,2.3639274,0.14041722,15867,2.232908,8.6
2017,"Lawrence County, KY",21,32.8,7.7625184,13.069303,2.5829155,0.17072861,15756,4.0000634,9.1
2007,"Martin County, KY",21,35.8,11.011064,10.223418,2.1398506,0.1084392,13224,2.4401393,7.8
2003,"Pike County, KY",21,20.8,14.014662,9.0138741,1.7933666,0.12773374,66850,1.6972238,7.8
2013,"Lawrence County, KY",21,25.2,8.1039448,11.334109,2.4373872,0.15338658,15901,2.5402336,11.2
2011,"Lawrence County, KY",21,26.3,9.1257753,11.43264,2.4385147,0.14384292,15941,2.5341725,11.7
2003,"Martin County, KY",21,26.9,12.065375,9.0147247,1.378634,0.0991548,12778,2.1917362,8.2
2004,"Lawrence County, KY",21,24.8,7.7431293,8.9434395,1.7753949,0.12991573,15664,2.3210971,7.9
2011,"Martin County, KY",21,38.6,13.218344,11.819779,2.3967652,0.11653285,12829,2.8328764,9.0
2002,"Johnson County, KY",21,,9.8943987,8.6462507,1.6791184,0.12895146,23156,1.9785126,6.2
2019,"Magoffin County, KY",21,29.4,4.8985739,15.376842,3.238055,0.17778143,12161,5.6346464,11.0
2005,"Lawrence County, KY",21,33.4,7.862546,9.1629486,1.9096279,0.13112465,15756,2.2404263,8.0
2013,"Pike County, KY",21,23.0,15.908402,11.710141,2.6752214,0.15280409,63853,2.2873139,11.9
2015,"Magoffin County, KY",21,32.6,5.1839185,14.785874,2.6756313,0.15362954,12784,5.634203,15.8
2013,"Martin County, KY",21,40.5,11.980721,11.669048,2.3193839,0.12544464,12651,2.8716815,9.8
2019,"Floyd County, KY",21,27.4,12.064406,16.206921,3.704567,0.18842901,35589,4.912466,6.4
2019,"Pike County, KY",21,24.0,15.960765,14.623501,3.4999254,0.19431198,57876,3.8566322,5.8
2005,"Johnson County, KY",21,24.4,9.6570997,9.579545,2.2052147,0.1322647,23332,2.0757017,6.7
2010,"Pike County, KY",21,27.3,16.749132,11.779904,2.5655704,0.13764329,65074,2.2336137,10.4
2014,"Floyd County, KY",21,31.1,11.910906,14.292126,3.1589828,0.15700826,37998,4.2581687,10.3
2014,"Lawrence County, KY",21,25.9,7.8447957,12.408505,2.5152137,0.15927699,15878,3.6094105,9.6
2002,"Magoffin County, KY",21,,6.5307579,8.8787718,1.5094005,0.10786601,13285,2.7974072,11.3
2008,"Martin County, KY",21,35.3,11.893269,10.589211,2.0772963,0.11025836,13160,2.4244449,7.6
2014,"Pike County, KY",21,27.4,15.278868,12.912431,2.787827,0.15861817,62931,3.2938759,10.5
2007,"Johnson County, KY",21,24.4,9.6681528,10.333552,2.6148009,0.13475208,23354,2.1055667,6.1
2010,"Johnson County, KY",21,23.4,9.6910143,11.748233,2.5592237,0.14107333,23385,2.3541296,12.6
2012,"Johnson County, KY",21,25.4,9.0630932,11.480564,2.7073262,0.14955348,23403,2.2705767,10.2
2009,"Johnson County, KY",21,22.9,10.131227,11.780718,2.664238,0.13983634,23220,2.4513028,10.3
2012,"Lawrence County, KY",21,25.3,8.501029,11.075495,2.3129182,0.1490781,15891,2.4406228,10.6
2012,"Magoffin County, KY",21,31.2,5.4732156,12.308464,2.5321107,0.14026491,13061,3.2816336,17.2
2014,"Johnson County, KY",21,25.6,8.9801025,12.46882,2.6867933,0.16041631,23252,3.3756037,9.2
2015,"Pike County, KY",21,25.0,15.414051,13.826527,2.9788675,0.16576293,61781,3.7908382,9.3
2017,"Pike County, KY",21,28.8,15.978324,14.347434,3.3165305,0.18293864,58905,3.860884,7.8
2013,"Magoffin County, KY",21,29.0,5.5751619,12.612421,2.7053032,0.14434743,12941,3.4504449,17.6
2014,"Magoffin County, KY",21,30.2,5.1798587,13.844934,2.6960142,0.14807396,12980,4.898777,14.0
2005,"Pike County, KY",21,24.7,15.228876,9.8209352,2.1963532,0.13117972,65719,1.9454846,6.2
2006,"Magoffin County, KY",21,31.4,6.0640903,10.167041,2.3011436,0.12060643,13258,2.8265283,10.2
2016,"Martin County, KY",21,39.3,10.723127,14.136454,2.900697,0.15018836,11945,4.5464735,10.4
2009,"Martin County, KY",21,45.0,13.525067,11.905378,2.3701744,0.11058282,13040,2.8647068,11.3
2019,"Lawrence County, KY",21,23.4,8.4400377,13.518837,2.7261767,0.18019195,15317,4.0110264,7.1
2003,"Floyd County, KY",21,24.3,10.901273,9.5976152,1.8935857,0.12413793,41325,2.1264393,8.1
2017,"Martin County, KY",21,35.8,10.292072,14.831276,3.0913596,0.15993735,11492,4.9024687,7.7
2003,"Johnson County, KY",21,21.1,9.5223131,8.6174231,1.7056941,0.12978649,23138,1.8525236,6.8
2009,"Floyd County, KY",21,30.3,12.817458,13.111581,2.9756281,0.13450041,39643,2.9541883,10.9
2016,"Magoffin County, KY",21,31.9,4.5601315,14.870069,3.0614941,0.15993053,12668,5.317255,19.9
2016,"Pike County, KY",21,31.4,14.948956,14.010277,3.2538826,0.17305687,60431,3.6352386,10.9
2004,"Martin County, KY",21,30.5,12.471913,9.4317827,1.5826927,0.10176587,13138,2.4909098,7.4
2011,"Pike County, KY",21,22.5,17.635033,11.694592,2.6241658,0.13992111,64908,2.2505541,9.2
2004,"Magoffin County, KY",21,29.9,5.562232,9.5689793,1.6767753,0.11393547,13297,3.0348411,12.6
2002,"Martin County, KY",21,,12.333438,9.1828451,1.3795034,0.09873338,12711,2.3552313,7.1
2017,"Johnson County, KY",21,23.3,8.3465385,13.619639,3.1161022,0.17787313,22606,3.8032098,8.7
2018,"Lawrence County, KY",21,25.5,8.0413427,13.213614,2.6545126,0.17288071,15583,3.9977951,7.2
2016,"Johnson County, KY",21,25.9,8.466651,13.284221,2.9603014,0.17228104,22858,3.6258914,10.4
2015,"Floyd County, KY",21,29.5,12.028218,15.632586,3.4724104,0.16333164,37531,4.8827233,9.5
2004,"Pike County, KY",21,22.9,14.42517,9.788229,2.1441627,0.12972605,66070,1.9930154,6.5
2018,"Floyd County, KY",21,34.2,11.945878,16.113075,3.683691,0.18397593,35896,4.9185181,6.5
2004,"Johnson County, KY",21,23.3,9.8176823,9.1354542,1.8067244,0.13005295,23229,2.147048,6.5
2018,"Martin County, KY",21,39.1,9.6695595,14.882447,3.1953607,0.16573952,11325,4.9238682,6.4
2012,"Martin County, KY",21,38.9,12.291489,11.619767,2.382241,0.12078585,12725,2.7412388,9.1
2011,"Carter County, KY",21,20.7,7.5158257,10.257615,2.3674366,0.15318348,27627,1.8791462,13.8
2019,"Bath County, KY",21,19.4,6.2494698,10.683221,2.6595275,0.16992,12500,2.7253478,6.2
2018,"Montgomery County, KY",21,15.3,15.13901,9.0313597,2.2869401,0.15898822,28109,1.8046099,6.0
2016,"Carter County, KY",21,22.6,7.0554013,11.360381,2.5870254,0.18041313,27304,2.8564386,10.6
2006,"Rowan County, KY",21,25.3,15.197529,7.2668867,1.634819,0.1181626,22706,1.4606152,5.7
2007,"Elliott County, KY",21,27.4,4.253109,8.7816753,2.046423,0.11634427,7134,2.0835879,7.5
2014,"Montgomery County, KY",21,20.8,15.409614,8.8568678,2.2078948,0.14788964,27365,1.7034757,7.5
2011,"Morgan County, KY",21,31.9,8.1093912,9.6907549,2.4000087,0.13135068,13719,2.128895,11.0
2003,"Menifee County, KY",21,22.2,4.4828339,7.2565293,0.98332345,0.12505698,6581,1.8078368,9.1
2016,"Rowan County, KY",21,25.4,15.412507,9.8149786,2.2281468,0.13331422,24416,2.4415278,6.0
2018,"Elliott County, KY",21,25.2,4.2731524,10.791293,2.4353178,0.1972263,7499,3.4473007,9.4
2006,"Menifee County, KY",21,25.6,4.7587442,8.7656069,1.9197959,0.1414649,6567,1.9544809,8.5
2014,"Rowan County, KY",21,23.4,14.263932,9.5437832,2.0892546,0.13014433,24250,2.3188131,7.0
2013,"Carter County, KY",21,22.5,7.0295525,10.060083,2.3293526,0.16380435,27600,1.8807372,12.7
2015,"Montgomery County, KY",21,21.5,15.869818,9.251771,2.2972682,0.15103713,27576,1.928166,6.6
2006,"Bath County, KY",21,21.6,5.6864948,7.6928196,1.864454,0.14189306,11558,1.6091074,7.7
2006,"Elliott County, KY",21,28.9,4.1738605,8.2436018,1.8746666,0.11816529,7151,1.9592639,8.4
2005,"Montgomery County, KY",21,17.7,15.462573,6.3251348,1.2972221,0.12531134,24491,1.1749821,6.9
2010,"Bath County, KY",21,27.8,5.0076203,9.9925795,2.2953801,0.14804614,11618,1.9004097,14.6
2002,"Morgan County, KY",21,,7.933002,6.3766227,1.111962,0.12001412,14165,1.7076801,9.0
2019,"Montgomery County, KY",21,15.8,15.101029,9.4619484,2.5383477,0.16322762,28157,1.7903821,5.3
2012,"Elliott County, KY",21,33.1,3.7425189,9.3815613,2.091903,0.16114241,7633,2.1043949,14.4
2008,"Bath County, KY",21,26.7,5.9316773,8.8177538,2.164804,0.14355628,11647,1.6741769,8.9
2007,"Montgomery County, KY",21,19.3,15.312854,6.8959656,1.7368219,0.12606654,25550,1.1436383,5.8
2015,"Carter County, KY",21,19.7,7.2221041,11.574419,2.6041801,0.17646416,27439,3.0362349,10.1
2007,"Carter County, KY",21,19.3,7.5913539,8.4122868,2.0362475,0.15523221,27971,1.6489424,7.1
2012,"Bath County, KY",21,25.5,4.900526,9.8326025,2.4452167,0.15322581,11780,1.8085674,10.4
2013,"Bath County, KY",21,26.5,5.0660782,9.715764,2.4036317,0.1554071,11975,1.8530782,10.3
2016,"Bath County, KY",21,24.9,5.9988661,10.710857,2.5708232,0.16282868,12246,2.7358437,7.4
2019,"Carter County, KY",21,20.0,7.1611538,11.964175,2.9482419,0.19427548,26797,2.9686427,8.3
2017,"Rowan County, KY",21,23.7,14.983459,9.7550716,2.1743257,0.13645265,24514,2.5208588,5.8
2003,"Rowan County, KY",21,18.8,15.655178,6.5920534,1.1244209,0.11088241,22348,1.3752954,5.3
2017,"Menifee County, KY",21,25.4,4.9396753,12.427842,2.7517402,0.1992266,6465,3.6855376,8.7
2016,"Menifee County, KY",21,24.1,4.8000212,12.566188,2.928164,0.19398357,6449,3.5646179,8.7
2016,"Morgan County, KY",21,27.2,8.1613522,10.829932,2.4822662,0.15294118,13260,3.298193,8.1
2011,"Menifee County, KY",21,30.0,4.9077444,11.138826,2.3358181,0.16342109,6419,2.3892603,14.1
2018,"Carter County, KY",21,31.1,7.1378403,11.684809,2.7945535,0.18879437,27040,2.96965,9.2
2005,"Menifee County, KY",21,27.4,4.6987052,8.4096041,1.6224784,0.13554171,6581,2.0375311,8.1
2005,"Carter County, KY",21,20.1,7.6375618,7.8957105,1.7331142,0.15071848,27767,1.636165,8.3
2006,"Carter County, KY",21,23.6,7.4129319,8.0667028,1.9445596,0.15164213,27921,1.5571039,7.6
2008,"Carter County, KY",21,20.8,7.6725354,9.2633305,2.3326321,0.1489262,27752,1.6427379,8.2
2009,"Carter County, KY",21,25.0,7.2268777,10.327204,2.5118771,0.14820947,27785,1.9208204,12.5
2002,"Carter County, KY",21,,7.085742,6.9868579,1.2354454,0.13417944,27262,1.579477,9.2
2006,"Morgan County, KY",21,25.9,7.8927093,7.5317388,1.9157012,0.1275575,14174,1.7251937,8.7
2014,"Carter County, KY",21,23.9,6.9787855,11.066176,2.4493792,0.17058545,27517,2.6765358,10.7
2015,"Bath County, KY",21,24.9,5.942019,10.809984,2.4834299,0.16069819,12203,2.9402857,7.7
2010,"Morgan County, KY",21,31.8,7.762567,9.6619959,2.2701893,0.13091943,13726,2.1161067,13.0
2005,"Elliott County, KY",21,28.9,4.1108084,8.0424824,1.3741018,0.1055774,6867,2.1319904,9.6
2009,"Elliott County, KY",21,32.4,4.1165738,9.1500254,1.5808704,0.14455804,7727,2.2259595,13.4
2011,"Bath County, KY",21,25.6,4.9777017,9.814003,2.2358732,0.14886898,11715,1.8938974,12.6
2017,"Montgomery County, KY",21,17.7,15.416255,9.0600271,2.2578163,0.15645041,27913,1.8365171,6.6
2013,"Morgan County, KY",21,29.4,8.2635965,9.5404463,2.2907732,0.14092202,13362,2.1849408,10.6
2004,"Elliott County, KY",21,25.3,3.6766007,8.0068712,1.2387469,0.10165975,6748,2.2340193,10.2
2013,"Menifee County, KY",21,28.3,4.7154026,11.32934,2.6623716,0.17978238,6341,2.4182363,12.1
2018,"Rowan County, KY",21,22.7,15.398064,9.8019905,2.2426863,0.14018692,24503,2.503058,5.2
2014,"Bath County, KY",21,22.7,5.3490834,10.255105,2.216166,0.15770817,12130,2.5972903,8.9
2015,"Morgan County, KY",21,31.3,7.9047604,10.960714,2.3798008,0.14758423,13267,3.5323372,8.3
2018,"Morgan County, KY",21,27.3,8.0589123,10.761688,2.433708,0.16811247,13372,3.3673806,6.4
2007,"Morgan County, KY",21,27.1,7.774776,7.979362,2.1193252,0.12747516,14191,1.8279169,8.7
2008,"Montgomery County, KY",21,18.4,14.841287,7.4386435,1.7631288,0.12636158,25981,1.1122009,7.4
2004,"Morgan County, KY",21,27.0,7.7148862,6.8994336,1.3440087,0.12347231,14319,1.8374925,8.7
2009,"Montgomery County, KY",21,21.1,14.016419,8.2367001,1.8633913,0.12689817,26407,1.2812122,12.4
2002,"Bath County, KY",21,,6.256906,6.7173386,1.2088612,0.14443567,11403,1.6124161,7.4
2003,"Elliott County, KY",21,22.0,3.5719693,7.1319175,0.90353513,0.10572103,6782,1.8998872,8.2
2016,"Montgomery County, KY",21,17.9,15.603274,9.1407223,2.3242769,0.1540519,27666,1.7909377,6.5
2013,"Rowan County, KY",21,24.7,14.320778,8.8347425,1.9963306,0.12767452,24210,1.6325858,8.3
2019,"Menifee County, KY",21,26.1,5.175539,12.971661,3.1415739,0.21436277,6489,3.6119692,6.9
2004,"Montgomery County, KY",21,15.4,15.539882,6.2616663,1.2065976,0.12481694,23899,1.2399008,6.5
2003,"Morgan County, KY",21,24.6,7.8558035,6.4480777,1.2045383,0.12147032,14201,1.5937852,9.5
2005,"Bath County, KY",21,22.0,5.965971,7.3265686,1.4749377,0.14534581,11538,1.6845237,8.2
2013,"Montgomery County, KY",21,20.0,15.890532,8.1804018,1.9783957,0.14076903,27229,1.2090238,8.5
2003,"Bath County, KY",21,18.5,6.0461011,6.7283764,1.2371942,0.14516976,11428,1.4977547,7.8
2002,"Montgomery County, KY",21,,15.156826,5.8271894,1.0436572,0.12601608,23251,1.1708045,6.5
2004,"Rowan County, KY",21,20.7,16.132715,7.0929122,1.3222783,0.11264368,22185,1.6095244,5.0
2008,"Morgan County, KY",21,28.3,7.4978371,8.4776306,2.1063519,0.12991817,14055,1.8244462,9.7
2009,"Morgan County, KY",21,30.9,7.5669193,9.3728523,2.2303734,0.13139001,13928,2.1558075,13.6
2010,"Elliott County, KY",21,29.9,4.0407705,9.1169462,1.5852517,0.14433253,7843,2.121383,15.8
2012,"Carter County, KY",21,24.0,7.2726073,10.057947,2.3893344,0.15902594,27637,1.803351,12.5
2008,"Elliott County, KY",21,29.8,4.2450981,8.5288706,1.7526389,0.13525675,7556,1.9444836,8.3
2014,"Elliott County, KY",21,32.4,3.7911427,9.6133633,2.2920272,0.17259692,7532,3.15152,11.3
2004,"Carter County, KY",21,22.7,7.4944396,7.571557,1.5221897,0.14650537,27528,1.6995254,8.4
2014,"Menifee County, KY",21,27.1,4.7677641,12.071352,2.5295651,0.18496193,6304,3.4486282,9.8
2012,"Rowan County, KY",21,28.2,14.841041,8.9093857,2.0252182,0.12695411,23796,1.5947946,8.3
2019,"Morgan County, KY",21,26.5,8.3335428,10.971313,2.5547683,0.17401758,13309,3.3559811,5.4
2010,"Rowan County, KY",21,28.3,15.209237,9.1158199,1.9336413,0.12268994,23376,1.6841516,10.1
2011,"Elliott County, KY",21,31.4,3.7917039,9.6181946,2.0896244,0.15098946,7782,2.1498461,15.8
2004,"Bath County, KY",21,20.1,5.9786944,7.390264,1.3539518,0.14588976,11447,1.7485683,6.8
2015,"Elliott County, KY",21,34.4,4.0538502,10.764322,2.3090699,0.17488076,7548,3.5570335,10.3
2019,"Elliott County, KY",21,27.7,4.1316023,10.954191,2.5484335,0.20353864,7517,3.4122612,8.2
2004,"Menifee County, KY",21,24.2,4.7384601,7.9629579,1.2921447,0.12899803,6597,2.0933499,7.0
2018,"Bath County, KY",21,20.4,5.8704953,10.579803,2.5857263,0.1681935,12444,2.7696393,6.8
2008,"Menifee County, KY",21,28.0,4.9038405,9.8274574,2.0283151,0.1542512,6457,2.0846179,9.9
2002,"Menifee County, KY",21,,4.4350009,6.9978261,0.94423133,0.12043302,6651,1.9119654,8.1
2016,"Elliott County, KY",21,30.7,4.2395072,10.627585,2.3329813,0.18288612,7491,3.3507259,11.6
2005,"Rowan County, KY",21,23.5,15.756965,7.2344885,1.3224952,0.11528486,22362,1.55039,5.8
2014,"Morgan County, KY",21,30.4,7.8824024,10.607731,2.584017,0.1452447,13343,3.1022351,9.4
2019,"Rowan County, KY",21,23.3,15.23536,9.9843435,2.3022723,0.14484873,24460,2.4811833,5.3
2012,"Montgomery County, KY",21,23.5,15.881035,8.1733294,2.0178342,0.13592704,26860,1.1768972,8.8
2009,"Bath County, KY",21,25.1,5.377471,9.8989305,2.1151218,0.14622314,11544,1.9776341,15.4
2017,"Elliott County, KY",21,29.7,4.4180241,10.716956,2.3847797,0.19004405,7493,3.4731643,10.7
2003,"Carter County, KY",21,20.4,7.2414708,7.0960827,1.3671449,0.14241564,27504,1.4552429,8.9
2009,"Rowan County, KY",21,26.6,15.027496,8.9577503,1.9015847,0.12073693,23340,1.7439981,9.1
2015,"Rowan County, KY",21,27.2,14.861109,9.8612213,2.1068461,0.1309147,24642,2.5914917,5.9
2013,"Elliott County, KY",21,33.1,3.7650497,9.5286932,2.1124282,0.16567342,7551,2.2159264,14.5
2017,"Carter County, KY",21,28.2,7.1401749,11.58789,2.7087376,0.18420666,27214,2.9776969,9.9
2011,"Rowan County, KY",21,26.4,15.068851,8.9028521,2.046988,0.12352492,23558,1.6787988,9.5
2002,"Elliott County, KY",21,,3.4148946,7.2405348,0.93343729,0.11373134,6700,2.067847,8.5
2007,"Bath County, KY",21,23.9,6.4024577,7.9622808,1.8442159,0.14263296,11470,1.7203755,7.5
2010,"Menifee County, KY",21,28.4,5.01442,11.519105,2.4161363,0.15978654,6371,2.3948419,15.5
2006,"Montgomery County, KY",21,15.4,15.27106,6.5829368,1.6238881,0.12489536,25085,1.0982627,6.0
2015,"Menifee County, KY",21,26.8,4.8029675,12.780405,2.7660813,0.19017731,6373,3.8591402,8.6
2017,"Morgan County, KY",21,30.1,8.1272717,10.815351,2.3745005,0.16114891,13230,3.4247153,7.4
2005,"Morgan County, KY",21,30.9,8.0311871,7.250073,1.6434573,0.1261692,14219,1.796689,9.6
2010,"Carter County, KY",21,23.2,7.5665474,10.330882,2.3725228,0.14971527,27746,1.8615682,14.1
2012,"Morgan County, KY",21,30.8,8.2998857,9.3111782,2.2559578,0.13642746,13531,2.0719643,10.6
